#,OFFENSE,BOND,WARRANT #,FILED BY,JAIL ID,ARREST DT,RELEASE DT,RACE_SEX,days_served,ARREST YEAR,RACE,SEX
8,THEFT-CLASS C,25,132026,PAPD,251713,2008-03-20,2008-03-21,BF,1.0,2008,B,F
1,DISORDERLY CONDUCT,25,0,PAPD,266742,2008-03-20,2008-03-25,BM,5.0,2008,B,M
1,FAILURE TO APPEAR,25,8139816,PAPD,272052,2008-03-20,2008-03-20,WM,0.0,2008,W,M
2,FAILURE TO APPEAR,25,9139816,PAPD,272052,2008-03-20,2008-03-20,WM,0.0,2008,W,M
3,DEFECTIVE EQUIPMENT,25,139816,PAPD,272052,2008-03-20,2008-03-20,WM,0.0,2008,W,M
4,DRIVING-WHILE LIC EXPIRED,25,139816,PAPD,272052,2008-03-20,2008-03-20,WM,0.0,2008,W,M
5,SPEEDING,25,139816,PAPD,272052,2008-03-20,2008-03-20,WM,0.0,2008,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,8344,2008-03-21,2008-03-27,BM,6.0,2008,B,M
2,FAILURE TO APPEAR,25,9119570,PAPD,8344,2008-03-21,2008-03-27,BM,6.0,2008,B,M
3,PUBLIC INTOXICATION,25,119570,PAPD,8344,2008-03-21,2008-03-27,BM,6.0,2008,B,M
4,FAILURE TO APPEAR,0,9048200,PAPD,8344,2008-03-21,2008-03-27,BM,6.0,2008,B,M
5,PUBLIC INTOXICATION,0,48200,PAPD,8344,2008-03-21,2008-03-27,BM,6.0,2008,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,28456,2008-03-21,2008-03-22,BM,1.0,2008,B,M
1,FAILURE TO APPEAR,25,9134761,PAPD,86696,2008-03-21,2008-03-22,BF,1.0,2008,B,F
2,ALCOHOL-OPEN CONTAINER-VEH,25,134761,PAPD,86696,2008-03-21,2008-03-22,BF,1.0,2008,B,F
1,FAILURE TO APPEAR,25,9120408,PAPD,191557,2008-03-21,2008-03-25,BM,4.0,2008,B,M
2,DRIVING-NO DRIVERS LICENSE,25,120408,PAPD,191557,2008-03-21,2008-03-25,BM,4.0,2008,B,M
3,FAILURE TO SIGNAL,0,107315,PAPD,191557,2008-03-21,2008-03-25,BM,4.0,2008,B,M
1,FAILURE TO APPEAR,25,9143563,PAPD,222378,2008-03-21,2008-03-21,BM,0.0,2008,B,M
2,CITY ORDINANCE,25,143563,PAPD,222378,2008-03-21,2008-03-21,BM,0.0,2008,B,M
1,FAILURE TO APPEAR,25,8114280,PAPD,229069,2008-03-21,2008-03-22,WM,1.0,2008,W,M
2,FAILURE TO APPEAR,25,9114280,PAPD,229069,2008-03-21,2008-03-22,WM,1.0,2008,W,M
1,FAILURE TO APPEAR,25,9132666,PAPD,264529,2008-03-21,2008-03-21,BF,0.0,2008,B,F
2,SPEEDING,25,132666,PAPD,264529,2008-03-21,2008-03-21,BF,0.0,2008,B,F
1,FAILURE TO APPEAR,25,9133191,PAPD,271097,2008-03-21,2008-03-27,WM,6.0,2008,W,M
2,NO LIABILITY INSURANCE,25,133191,PAPD,271097,2008-03-21,2008-03-27,WM,6.0,2008,W,M
1,FAILURE TO APPEAR,25,9142937,PAPD,275995,2008-03-21,2008-03-29,BF,8.0,2008,B,F
2,DRIVING-NO DRIVERS LICENSE,25,142937,PAPD,275995,2008-03-21,2008-03-29,BF,8.0,2008,B,F
3,TRAFFIC OFFENSE-MOVING,0,133929,PAPD,275995,2008-03-21,2008-03-29,BF,8.0,2008,B,F
4,NO LIABILITY INSURANCE,0,133929,PAPD,275995,2008-03-21,2008-03-29,BF,8.0,2008,B,F
1,FAILURE TO APPEAR,25,9140950,PAPD,19510,2008-03-22,2008-03-26,BM,4.0,2008,B,M
2,FAILURE TO SIGNAL,25,140950,PAPD,19510,2008-03-22,2008-03-26,BM,4.0,2008,B,M
1,DRUG PARAPHERNALIA-POSS,25,0,PAPD,90608,2008-03-22,2008-03-28,BF,6.0,2008,B,F
2,FAILURE TO APPEAR,25,9139088,PAPD,90608,2008-03-22,2008-03-28,BF,6.0,2008,B,F
3,CITY ORDINANCE,25,139088,PAPD,90608,2008-03-22,2008-03-28,BF,6.0,2008,B,F
1,FAILURE TO APPEAR,25,8091947,PAPD,195023,2008-03-22,2008-03-22,BM,0.0,2008,B,M
2,FAILURE TO APPEAR,25,9091947,PAPD,195023,2008-03-22,2008-03-22,BM,0.0,2008,B,M
3,DRIVING-WHILE LIC INVALID,25,91947,PAPD,195023,2008-03-22,2008-03-22,BM,0.0,2008,B,M
4,FAILURE TO MNTN FINAN RESP,25,0,PAPD,195023,2008-03-22,2008-03-22,BM,0.0,2008,B,M
1,FAILURE TO APPEAR,25,9130053,PAPD,199992,2008-03-22,2008-03-22,BM,0.0,2008,B,M
2,FAILURE TO MNTN FINAN RESP,25,130053,PAPD,199992,2008-03-22,2008-03-22,BM,0.0,2008,B,M
3,FAILURE TO MNTN FINAN RESP,0,113733,PAPD,199992,2008-03-22,2008-03-22,BM,0.0,2008,B,M
1,FAILURE TO APPEAR,25,9145434,PAPD,215412,2008-03-22,2008-03-22,BM,0.0,2008,B,M
2,DRIVING-WHILE LIC INVALID,25,145434,PAPD,215412,2008-03-22,2008-03-22,BM,0.0,2008,B,M
3,FAILURE TO MNTN FINAN RESP,25,145434,PAPD,215412,2008-03-22,2008-03-22,BM,0.0,2008,B,M
1,FAILURE TO APPEAR,25,8147398,PAPD,256181,2008-03-22,2008-03-22,BM,0.0,2008,B,M
2,FAILURE TO APPEAR,25,9147398,PAPD,256181,2008-03-22,2008-03-22,BM,0.0,2008,B,M
3,DISORDERLY CONDUCT,25,147398,PAPD,256181,2008-03-22,2008-03-22,BM,0.0,2008,B,M
1,FAILURE TO APPEAR,25,9137651,PAPD,279190,2008-03-22,2008-03-22,BM,0.0,2008,B,M
2,DRIVING-WHILE LIC INVALID,25,137651,PAPD,279190,2008-03-22,2008-03-22,BM,0.0,2008,B,M
3,TRAFFIC IN CHILDREN U/15 YR,25,137651,PAPD,279190,2008-03-22,2008-03-22,BM,0.0,2008,B,M
4,SPEEDING,25,137651,PAPD,279190,2008-03-22,2008-03-22,BM,0.0,2008,B,M
5,FAILURE TO APPEAR,25,9133451,PAPD,279190,2008-03-22,2008-03-22,BM,0.0,2008,B,M
6,DRIVING-WHILE LIC INVALID,25,133451,PAPD,279190,2008-03-22,2008-03-22,BM,0.0,2008,B,M
7,NO LIABILITY INSURANCE,25,133451,PAPD,279190,2008-03-22,2008-03-22,BM,0.0,2008,B,M
8,CITY ORDINANCE,0,129386,PAPD,279190,2008-03-22,2008-03-22,BM,0.0,2008,B,M
1,CITY ORDINANCE,25,0,PAPD,102281,2008-03-23,2008-03-25,BM,2.0,2008,B,M
1,CITY ORDINANCE,25,0,PAPD,200817,2008-03-23,2008-03-23,WM,0.0,2008,W,M
1,FAILURE TO APPEAR,25,9144255,PAPD,212378,2008-03-23,2008-03-23,BM,0.0,2008,B,M
2,SPEED-FAILURE TO CONTROL,25,144255,PAPD,212378,2008-03-23,2008-03-23,BM,0.0,2008,B,M
3,STOP SIGN- RUNNING,0,114300,PAPD,212378,2008-03-23,2008-03-23,BM,0.0,2008,B,M
4,FAILURE TO MNTN FINAN RESP,0,114300,PAPD,212378,2008-03-23,2008-03-23,BM,0.0,2008,B,M
5,TRAFFIC OFFENSE-MOVING,0,113467,PAPD,212378,2008-03-23,2008-03-23,BM,0.0,2008,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,241614,2008-03-23,2008-03-27,WM,4.0,2008,W,M
1,DISORDERLY CONDUCT,25,0,PAPD,249068,2008-03-23,2008-03-23,WM,0.0,2008,W,M
2,FAILURE TO IDENTIFY,25,0,PAPD,249068,2008-03-23,2008-03-23,WM,0.0,2008,W,M
1,DRIVING-WHILE LIC INVALID,0,136356,PAPD,251869,2008-03-23,2008-03-23,BM,0.0,2008,B,M
2,FAILURE TO MNTN FINAN RESP,0,136356,PAPD,251869,2008-03-23,2008-03-23,BM,0.0,2008,B,M
1,FAILURE TO APPEAR,25,9142578,PAPD,271622,2008-03-23,2008-03-23,WM,0.0,2008,W,M
2,FAILURE TO SIGNAL,25,142578,PAPD,271622,2008-03-23,2008-03-23,WM,0.0,2008,W,M
1,FAILURE TO APPEAR,25,9116783,PAPD,279207,2008-03-23,2008-03-28,BF,5.0,2008,B,F
2,THEFT,25,9116783,PAPD,279207,2008-03-23,2008-03-28,BF,5.0,2008,B,F
1,DEFECTIVE EQUIPMENT,0,1635,PAPD,204813,2008-03-24,2008-03-24,BM,0.0,2008,B,M
1,FAILURE TO APPEAR,25,9112261,PAPD,227283,2008-03-24,2008-04-02,BF,9.0,2008,B,F
2,DRIVING-WHILE LIC INVALID,25,112261,PAPD,227283,2008-03-24,2008-04-02,BF,9.0,2008,B,F
3,TRAF OFF-NO CHILD RESTRAINT,25,112261,PAPD,227283,2008-03-24,2008-04-02,BF,9.0,2008,B,F
4,FAILURE TO MNTN FINAN RESP,25,112261,PAPD,227283,2008-03-24,2008-04-02,BF,9.0,2008,B,F
5,SPEEDING,0,104886,PAPD,227283,2008-03-24,2008-04-02,BF,9.0,2008,B,F
6,FAILURE TO MNTN FINAN RESP,0,104886,PAPD,227283,2008-03-24,2008-04-02,BF,9.0,2008,B,F
7,DRIVING-WHILE LIC INVALID,0,104886,PAPD,227283,2008-03-24,2008-04-02,BF,9.0,2008,B,F
1,PUBLIC INTOXICATION,25,0,PAPD,269152,2008-03-24,2008-03-24,BM,0.0,2008,B,M
1,FAILURE TO APPEAR,25,9142981,PAPD,36610,2008-03-27,2008-03-31,BM,4.0,2008,B,M
2,CITY ORDINANCE,25,142981,PAPD,36610,2008-03-27,2008-03-31,BM,4.0,2008,B,M
1,FAILURE TO APPEAR,25,9145135,PAPD,263075,2008-03-27,2008-03-29,WF,2.0,2008,W,F
2,TRAFFIC OFFENSE,25,145135,PAPD,263075,2008-03-27,2008-03-29,WF,2.0,2008,W,F
1,FAILURE TO APPEAR,25,9144702,PAPD,265054,2008-03-27,2008-03-27,WM,0.0,2008,W,M
2,DRIVING-EXPIRED LIC. PLATE,25,144702,PAPD,265054,2008-03-27,2008-03-27,WM,0.0,2008,W,M
1,FAILURE TO APPEAR,25,9143009,PAPD,272276,2008-03-27,2008-04-01,BM,5.0,2008,B,M
2,DISORDERLY CONDUCT,25,143009,PAPD,272276,2008-03-27,2008-04-01,BM,5.0,2008,B,M
3,FAILURE TO APPEAR,25,9135211,PAPD,272276,2008-03-27,2008-04-01,BM,5.0,2008,B,M
4,FAILURE TO APPEAR,25,9131818,PAPD,272276,2008-03-27,2008-04-01,BM,5.0,2008,B,M
5,DISORDERLY CONDUCT,25,135211,PAPD,272276,2008-03-27,2008-04-01,BM,5.0,2008,B,M
6,TOBACCO-MINOR IN POSSESSION,25,131818,PAPD,272276,2008-03-27,2008-04-01,BM,5.0,2008,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,5585,2008-03-28,2008-03-30,BM,2.0,2008,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,18554,2008-03-28,2008-04-01,BM,4.0,2008,B,M
1,CITY ORDINANCE,0,99653,PAPD,113457,2008-03-28,2008-04-04,BM,7.0,2008,B,M
2,DRUG PARAPHERNALIA-POSS,0,99653,PAPD,113457,2008-03-28,2008-04-04,BM,7.0,2008,B,M
3,CITY ORDINANCE,0,97674,PAPD,113457,2008-03-28,2008-04-04,BM,7.0,2008,B,M
1,FAILURE TO APPEAR,25,7140958,PAPD,259230,2008-03-28,2008-03-28,BM,0.0,2008,B,M
2,FAILURE TO APPEAR,25,8140958,PAPD,259230,2008-03-28,2008-03-28,BM,0.0,2008,B,M
3,OBSTRUCT- PASSAGEWAY,25,140958,PAPD,259230,2008-03-28,2008-03-28,BM,0.0,2008,B,M
4,CITY ORDINANCE,25,140958,PAPD,259230,2008-03-28,2008-03-28,BM,0.0,2008,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,279331,2008-03-28,2008-03-29,WM,1.0,2008,W,M
1,DRIVING-NO DRIVERS LICENSE,0,131946,PAPD,23027,2008-03-29,2008-03-31,BM,2.0,2008,B,M
2,DRIVING-NO MVI STICKER,0,131946,PAPD,23027,2008-03-29,2008-03-31,BM,2.0,2008,B,M
3,FAILURE TO MNTN FINAN RESP,0,131946,PAPD,23027,2008-03-29,2008-03-31,BM,2.0,2008,B,M
4,DRIVING-EXPIRED LIC. PLATE,0,131946,PAPD,23027,2008-03-29,2008-03-31,BM,2.0,2008,B,M
5,FAILURE TO APPEAR,25,9129706,PAPD,23027,2008-03-29,2008-03-31,BM,2.0,2008,B,M
6,DRIVING-NO DRIVERS LICENSE,25,129706,PAPD,23027,2008-03-29,2008-03-31,BM,2.0,2008,B,M
7,DRIVING-EXPIRED LIC. PLATE,25,129706,PAPD,23027,2008-03-29,2008-03-31,BM,2.0,2008,B,M
1,FAILURE TO APPEAR,25,9135435,PAPD,125450,2008-03-29,2008-03-29,BM,0.0,2008,B,M
2,DRIVING-NO MVI STICKER,25,132435,PAPD,125450,2008-03-29,2008-03-29,BM,0.0,2008,B,M
3,FAILURE TO MNTN FINAN RESP,25,135435,PAPD,125450,2008-03-29,2008-03-29,BM,0.0,2008,B,M
4,DRIVING-EXPIRED LIC. PLATE,25,135435,PAPD,125450,2008-03-29,2008-03-29,BM,0.0,2008,B,M
5,DRIVING-WHILE LIC EXPIRED,0,136053,PAPD,125450,2008-03-29,2008-03-29,BM,0.0,2008,B,M
6,FAILURE TO MNTN FINAN RESP,0,136053,PAPD,125450,2008-03-29,2008-03-29,BM,0.0,2008,B,M
7,DRIVING-EXPIRED LIC. PLATE,0,136053,PAPD,125450,2008-03-29,2008-03-29,BM,0.0,2008,B,M
1,FAILURE TO APPEAR,25,9127627,PAPD,132717,2008-03-29,2008-04-01,BM,3.0,2008,B,M
2,SALVAGE YARD-OPER W/O LIC,25,127627,PAPD,132717,2008-03-29,2008-04-01,BM,3.0,2008,B,M
3,CITY ORDINANCE,25,127627,PAPD,132717,2008-03-29,2008-04-01,BM,3.0,2008,B,M
1,FAILURE TO MNTN FINAN RESP,0,115187,PAPD,247762,2008-03-29,2008-03-30,BM,1.0,2008,B,M
2,DRIVING-EXPIRED LIC. PLATE,0,115187,PAPD,247762,2008-03-29,2008-03-30,BM,1.0,2008,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,271097,2008-03-29,2008-04-01,WM,3.0,2008,W,M
1,FAILURE TO APPEAR,25,9145133,PAPD,279347,2008-03-29,2008-04-01,BM,3.0,2008,B,M
2,CITY ORDINANCE,25,145133,PAPD,279347,2008-03-29,2008-04-01,BM,3.0,2008,B,M
1,FAILURE TO APPEAR,25,9143215,PAPD,128613,2008-03-30,2008-04-01,BM,2.0,2008,B,M
2,TRAFFIC OFFENSE,25,143215,PAPD,128613,2008-03-30,2008-04-01,BM,2.0,2008,B,M
1,THEFT,0,145369,PAPD,215990,2008-03-31,2008-04-04,BM,4.0,2008,B,M
1,FAILURE TO APPEAR,25,8120510,PAPD,223654,2008-03-31,2008-03-31,WM,0.0,2008,W,M
2,FAILURE TO APPEAR,25,5094970,PAPD,223654,2008-03-31,2008-03-31,WM,0.0,2008,W,M
3,FAILURE TO APPEAR,25,3073346,PAPD,223654,2008-03-31,2008-03-31,WM,0.0,2008,W,M
4,FAILURE TO APPEAR,25,9120510,PAPD,223654,2008-03-31,2008-03-31,WM,0.0,2008,W,M
5,DRIVING-WHILE LIC INVALID,25,120510,PAPD,223654,2008-03-31,2008-03-31,WM,0.0,2008,W,M
6,STOP LIGHT- RUNNING,25,120510,PAPD,223654,2008-03-31,2008-03-31,WM,0.0,2008,W,M
7,FAILURE TO APPEAR,25,6094970,PAPD,223654,2008-03-31,2008-03-31,WM,0.0,2008,W,M
8,FAILURE TO APPEAR,25,4073346,PAPD,223654,2008-03-31,2008-03-31,WM,0.0,2008,W,M
9,FAILURE TO MNTN FINAN RESP,25,0,PAPD,223654,2008-03-31,2008-03-31,WM,0.0,2008,W,M
10,TRAFFIC OFFENSE,25,94970,PAPD,223654,2008-03-31,2008-03-31,WM,0.0,2008,W,M
1,FAILURE TO APPEAR,25,9148189,PAPD,170143,2008-04-01,2008-04-08,WM,7.0,2008,W,M
2,DRIVING-WHILE LIC INVALID,25,148189,PAPD,170143,2008-04-01,2008-04-08,WM,7.0,2008,W,M
3,DRIVING-NO MVI STICKER,25,148189,PAPD,170143,2008-04-01,2008-04-08,WM,7.0,2008,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,279376,2008-04-01,2008-04-01,WM,0.0,2008,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,197434,2008-04-02,2008-04-02,WM,0.0,2008,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,261291,2008-04-02,2008-04-03,WM,1.0,2008,W,M
1,FAILURE TO APPEAR,25,9142716,PAPD,279404,2008-04-02,2008-04-02,BF,0.0,2008,B,F
2,SPEEDING,25,142716,PAPD,279404,2008-04-02,2008-04-02,BF,0.0,2008,B,F
1,DRIVING-NO DRIVERS LICENSE,25,0,PAPD,279416,2008-04-02,2008-04-02,BM,0.0,2008,B,M
1,FAILURE TO APPEAR,25,9146581,PAPD,279441,2008-04-03,2008-04-08,WF,5.0,2008,W,F
2,DRIVING-WHILE LIC INVALID,25,146581,PAPD,279441,2008-04-03,2008-04-08,WF,5.0,2008,W,F
3,DRIVING-NO MVI STICKER,25,146581,PAPD,279441,2008-04-03,2008-04-08,WF,5.0,2008,W,F
4,FAILURE TO MNTN FINAN RESP,25,146581,PAPD,279441,2008-04-03,2008-04-08,WF,5.0,2008,W,F
5,DRIVING-EXPIRED LIC. PLATE,25,146581,PAPD,279441,2008-04-03,2008-04-08,WF,5.0,2008,W,F
6,SPEEDING,25,146581,PAPD,279441,2008-04-03,2008-04-08,WF,5.0,2008,W,F
1,FAILURE TO APPEAR,25,8135015,PAPD,99791,2008-04-04,2008-04-08,BM,4.0,2008,B,M
2,FAILURE TO APPEAR,25,9135015,PAPD,99791,2008-04-04,2008-04-08,BM,4.0,2008,B,M
3,CITY ORDINANCE,25,135015,PAPD,99791,2008-04-04,2008-04-08,BM,4.0,2008,B,M
1,FAILURE TO APPEAR,25,8144715,PAPD,136514,2008-04-04,2008-04-14,BM,10.0,2008,B,M
2,FAILURE TO APPEAR,25,6119141,PAPD,136514,2008-04-04,2008-04-14,BM,10.0,2008,B,M
3,FAILURE TO APPEAR,25,9144715,PAPD,136514,2008-04-04,2008-04-14,BM,10.0,2008,B,M
4,FAILURE TO APPEAR,25,7119141,PAPD,136514,2008-04-04,2008-04-14,BM,10.0,2008,B,M
5,DRIVING-NO MVI STICKER,25,144715,PAPD,136514,2008-04-04,2008-04-14,BM,10.0,2008,B,M
6,STOP SIGN- RUNNING,25,144715,PAPD,136514,2008-04-04,2008-04-14,BM,10.0,2008,B,M
7,NO LIABILITY INSURANCE,25,144715,PAPD,136514,2008-04-04,2008-04-14,BM,10.0,2008,B,M
8,DRIVING-EXPIRED LIC. PLATE,25,144715,PAPD,136514,2008-04-04,2008-04-14,BM,10.0,2008,B,M
9,DRIVING-WHILE LIC EXPIRED,25,0,PAPD,136514,2008-04-04,2008-04-14,BM,10.0,2008,B,M
10,FAILURE TO YIELD R.O.W.,25,119141,PAPD,136514,2008-04-04,2008-04-14,BM,10.0,2008,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,279449,2008-04-04,2008-04-04,BM,0.0,2008,B,M
1,DISORDERLY CONDUCT,25,0,PAPD,5585,2008-04-05,2008-04-06,BM,1.0,2008,B,M
1,FAILURE TO APPEAR,0,8100177,PAPD,143913,2008-04-05,2008-04-05,WM,0.0,2008,W,M
2,FAILURE TO APPEAR,0,9100177,PAPD,143913,2008-04-05,2008-04-05,WM,0.0,2008,W,M
3,FAILURE TO MNTN FINAN RESP,0,100177,PAPD,143913,2008-04-05,2008-04-05,WM,0.0,2008,W,M
1,DRIVING-WHILE LIC INVALID,0,141252,PAPD,195739,2008-04-05,2008-04-14,BM,9.0,2008,B,M
2,TRAFFIC OFFENSE-MOVING,0,141252,PAPD,195739,2008-04-05,2008-04-14,BM,9.0,2008,B,M
3,FAILURE TO MNTN FINAN RESP,0,141252,PAPD,195739,2008-04-05,2008-04-14,BM,9.0,2008,B,M
4,CITY ORDINANCE,0,141281,PAPD,195739,2008-04-05,2008-04-14,BM,9.0,2008,B,M
1,FAILURE TO APPEAR,25,9145418,PAPD,228911,2008-04-05,2008-04-06,BF,1.0,2008,B,F
2,THEFT-CLASS C,25,145418,PAPD,228911,2008-04-05,2008-04-06,BF,1.0,2008,B,F
1,PUBLIC INTOXICATION,25,0,PAPD,279471,2008-04-05,2008-04-05,WM,0.0,2008,W,M
1,CITY ORDINANCE,25,0,PAPD,98672,2008-04-06,2008-04-10,WM,4.0,2008,W,M
2,LITTERING-DUMPING TRASH,25,0,PAPD,98672,2008-04-06,2008-04-10,WM,4.0,2008,W,M
1,DRUG PARAPHERNALIA-POSS,25,0,PAPD,102281,2008-04-06,2008-04-11,BM,5.0,2008,B,M
1,CITY ORDINANCE,25,0,PAPD,185127,2008-04-06,2008-04-06,WM,0.0,2008,W,M
1,FAILURE TO APPEAR,25,9147316,PAPD,208295,2008-04-06,2008-04-10,BM,4.0,2008,B,M
2,CITY ORDINANCE,25,147316,PAPD,208295,2008-04-06,2008-04-10,BM,4.0,2008,B,M
1,FAILURE TO APPEAR,25,9147405,PAPD,244646,2008-04-06,2008-04-14,WM,8.0,2008,W,M
2,PUBLIC INTOXICATION,25,147405,PAPD,244646,2008-04-06,2008-04-14,WM,8.0,2008,W,M
3,DRIVING-WHILE LIC INVALID,265,138185,PAPD,244646,2008-04-06,2008-04-14,WM,8.0,2008,W,M
4,FAILURE TO MNTN FINAN RESP,337,138185,PAPD,244646,2008-04-06,2008-04-14,WM,8.0,2008,W,M
1,PUBLIC INTOXICATION,25,0,PAPD,279491,2008-04-06,2008-04-06,WM,0.0,2008,W,M
1,FAILURE TO SIGNAL,25,0,PAPD,186167,2008-04-07,2008-04-07,WM,0.0,2008,W,M
1,FAILURE TO APPEAR,25,9148711,PAPD,196037,2008-04-07,2008-04-11,BM,4.0,2008,B,M
2,PUBLIC INTOXICATION,25,148711,PAPD,196037,2008-04-07,2008-04-11,BM,4.0,2008,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,217490,2008-04-07,2008-04-10,WM,3.0,2008,W,M
1,FAILURE TO APPEAR,25,8134753,PAPD,256186,2008-04-07,2008-04-08,WM,1.0,2008,W,M
2,FAILURE TO APPEAR,25,9134753,PAPD,256186,2008-04-07,2008-04-08,WM,1.0,2008,W,M
3,TOBACCO-MINOR IN POSSESSION,25,134753,PAPD,256186,2008-04-07,2008-04-08,WM,1.0,2008,W,M
1,FAILURE TO APPEAR,25,8129589,PAPD,27339,2008-04-08,2008-04-10,BM,2.0,2008,B,M
2,FAILURE TO APPEAR,25,9129589,PAPD,27339,2008-04-08,2008-04-10,BM,2.0,2008,B,M
3,CITY ORDINANCE,25,129589,PAPD,27339,2008-04-08,2008-04-10,BM,2.0,2008,B,M
4,CITY ORDINANCE,25,129589,PAPD,27339,2008-04-08,2008-04-10,BM,2.0,2008,B,M
1,FAILURE TO APPEAR,25,9145007,PAPD,237399,2008-04-08,2008-04-14,WF,6.0,2008,W,F
2,DRIVING-WHILE LIC INVALID,25,145007,PAPD,237399,2008-04-08,2008-04-14,WF,6.0,2008,W,F
3,FAILURE TO MNTN FINAN RESP,25,145007,PAPD,237399,2008-04-08,2008-04-14,WF,6.0,2008,W,F
4,FAILURE CHANGE DL ADDRESS,0,118772,PAPD,237399,2008-04-08,2008-04-14,WF,6.0,2008,W,F
5,FAILURE TO MNTN SINGLE LANE,0,118772,PAPD,237399,2008-04-08,2008-04-14,WF,6.0,2008,W,F
1,FAILURE TO APPEAR,25,9144307,PAPD,250374,2008-04-08,2008-04-09,WM,1.0,2008,W,M
2,FAILURE TO MNTN FINAN RESP,25,144307,PAPD,250374,2008-04-08,2008-04-09,WM,1.0,2008,W,M
3,DRIVING-EXPIRED LIC. PLATE,25,144307,PAPD,250374,2008-04-08,2008-04-09,WM,1.0,2008,W,M
4,ALCOHOL-OPEN CONTAINER-VEH,0,144307,PAPD,250374,2008-04-08,2008-04-09,WM,1.0,2008,W,M
1,FAILURE TO APPEAR,25,9137765,PAPD,265996,2008-04-08,2008-04-08,BM,0.0,2008,B,M
2,DRIVING-WHILE LIC INVALID,25,137765,PAPD,265996,2008-04-08,2008-04-08,BM,0.0,2008,B,M
3,TRAFFIC OFFENSE-MOVING,25,137765,PAPD,265996,2008-04-08,2008-04-08,BM,0.0,2008,B,M
4,FAILURE TO MNTN FINAN RESP,25,137765,PAPD,265996,2008-04-08,2008-04-08,BM,0.0,2008,B,M
1,CITY ORDINANCE,25,0,PAPD,274867,2008-04-08,2008-04-10,BM,2.0,2008,B,M
1,FAILURE TO APPEAR,25,8130087,PAPD,13679,2008-04-09,2008-04-14,WM,5.0,2008,W,M
2,FAILURE TO APPEAR,25,8130012,PAPD,13679,2008-04-09,2008-04-14,WM,5.0,2008,W,M
3,FAILURE TO APPEAR,25,9130087,PAPD,13679,2008-04-09,2008-04-14,WM,5.0,2008,W,M
4,FAILURE TO APPEAR,25,9130012,PAPD,13679,2008-04-09,2008-04-14,WM,5.0,2008,W,M
5,DRIVING-WHILE LIC INVALID,25,130087,PAPD,13679,2008-04-09,2008-04-14,WM,5.0,2008,W,M
6,DRIVING-NO MVI STICKER,25,130087,PAPD,13679,2008-04-09,2008-04-14,WM,5.0,2008,W,M
7,FAILURE TO MNTN FINAN RESP,25,130087,PAPD,13679,2008-04-09,2008-04-14,WM,5.0,2008,W,M
8,DRIVING-EXPIRED LIC. PLATE,25,130087,PAPD,13679,2008-04-09,2008-04-14,WM,5.0,2008,W,M
9,DRIVING-WHILE LIC EXPIRED,25,0,PAPD,13679,2008-04-09,2008-04-14,WM,5.0,2008,W,M
10,FAILURE TO MNTN FINAN RESP,25,130012,PAPD,13679,2008-04-09,2008-04-14,WM,5.0,2008,W,M
1,CITY ORDINANCE,25,0,PAPD,30403,2008-04-09,2008-04-10,BM,1.0,2008,B,M
1,DRIVING-WHILE LIC INVALID,0,54262,PAPD,211967,2008-04-09,2008-04-09,WF,0.0,2008,W,F
2,FAILURE TO MNTN FINAN RESP,0,54262,PAPD,211967,2008-04-09,2008-04-09,WF,0.0,2008,W,F
1,FAILURE TO APPEAR,25,8078754,PAPD,221782,2008-04-09,2008-04-09,WM,0.0,2008,W,M
2,FAILURE TO APPEAR,25,9078754,PAPD,221782,2008-04-09,2008-04-09,WM,0.0,2008,W,M
3,DRIVING-WHILE LIC INVALID,25,78754,PAPD,221782,2008-04-09,2008-04-09,WM,0.0,2008,W,M
4,FAILURE TO MNTN FINAN RESP,25,78754,PAPD,221782,2008-04-09,2008-04-09,WM,0.0,2008,W,M
1,FAILURE TO APPEAR,25,9145356,PAPD,226159,2008-04-09,2008-04-09,BM,0.0,2008,B,M
2,CITY ORDINANCE,25,145356,PAPD,226159,2008-04-09,2008-04-09,BM,0.0,2008,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,18554,2008-04-10,2008-04-15,BM,5.0,2008,B,M
1,FAILURE TO APPEAR,0,9130810,PAPD,84859,2008-04-10,2008-04-20,BM,10.0,2008,B,M
2,PUBLIC INTOXICATION,0,130945,PAPD,84859,2008-04-10,2008-04-20,BM,10.0,2008,B,M
3,ALCOHOL-OPEN CONTAINER-VEH,0,130810,PAPD,84859,2008-04-10,2008-04-20,BM,10.0,2008,B,M
1,PUBLIC INTOXICATION,25,0,PAPD,96525,2008-04-10,2008-04-15,BF,5.0,2008,B,F
1,FAILURE TO APPEAR,25,9142833,PAPD,222219,2008-04-10,2008-04-11,WM,1.0,2008,W,M
